ExperimentName	Subject	Session	Clock.Information	DataFile.Basename	Display.RefreshRate	ExperimentVersion	Group	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Udvozlo2.DEVICE	UdvozloPROBA.DEVICE	UdvozloPROBA1.DEVICE	viszlat.DEVICE	Block	PROBA	PROBA.Cycle	PROBA.Sample	Procedure[Block]	Running[Block]	TESZT	TESZT.Cycle	TESZT.Sample	Trial	CORRECT	CORRECTPROBA	PROBAINGER.DEVICE	ProbIngerek	ProbIngerek.Cycle	ProbIngerek.Sample	Procedure[Trial]	PTARGET	Running[Trial]	TESZTINGER.ACC	TESZTINGER.CRESP	TESZTINGER.DEVICE	TESZTINGER.DurationError	TESZTINGER.OnsetDelay	TESZTINGER.OnsetTime	TESZTINGER.OnsetToOnsetTime	TESZTINGER.RESP	TESZTINGER.RT	TESZTINGER.RTTime	TesztIngerek	TesztIngerek.Cycle	TesztIngerek.Sample	TipusPROBA	TipusTESZT	TTarget
1_PALT_S1_tACS	102	1	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">11283715441731</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	1_PALT_S1_tACS-102-1	74.989	1.0.0.46	1	839041647	Full	3.0.3.80	3.0.3.80	07/08/2022	2022. 07. 08. 16:17:10	18:17:10	3.0.3.82	Keyboard	Keyboard	Keyboard	Keyboard	2				BlockProc2	TESZT	1	1	1	6	3						TrialProc2		TesztIngerek	1	3	Keyboard	-999999	20	91683	0	3	2010	93693	6	1	6		ur	Ingerek/teszt/21_swan_television.bmp
1_PALT_S1_tACS	102	1	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">11283715441731</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	1_PALT_S1_tACS-102-1	74.989	1.0.0.46	1	839041647	Full	3.0.3.80	3.0.3.80	07/08/2022	2022. 07. 08. 16:17:10	18:17:10	3.0.3.82	Keyboard	Keyboard	Keyboard	Keyboard	2				BlockProc2	TESZT	1	1	1	7	2						TrialProc2		TesztIngerek	1	2	Keyboard	-999999	20	94230	0	2	2759	96989	13	1	7		ru	Ingerek/teszt/18_rooster_knife.bmp
1_PALT_S1_tACS	102	1	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">11283715441731</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	1_PALT_S1_tACS-102-1	74.989	1.0.0.46	1	839041647	Full	3.0.3.80	3.0.3.80	07/08/2022	2022. 07. 08. 16:17:10	18:17:10	3.0.3.82	Keyboard	Keyboard	Keyboard	Keyboard	2				BlockProc2	TESZT	1	1	1	8	1						TrialProc2		TesztIngerek	1	1	Keyboard	-999999	20	97523	0	1	8474	105997	16	1	8		uu	Ingerek/teszt/28_horse_couch.bmp
1_PALT_S1_tACS	102	1	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">11283715441731</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	1_PALT_S1_tACS-102-1	74.989	1.0.0.46	1	839041647	Full	3.0.3.80	3.0.3.80	07/08/2022	2022. 07. 08. 16:17:10	18:17:10	3.0.3.82	Keyboard	Keyboard	Keyboard	Keyboard	2				BlockProc2	TESZT	1	1	1	9	5						TrialProc2		TesztIngerek	0	5	Keyboard	-999999	20	106524	0	4	4001	110525	10	1	9		rre	Ingerek/teszt/4_fox_clock.bmp
1_PALT_S1_tACS	102	1	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">11283715441731</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	1_PALT_S1_tACS-102-1	74.989	1.0.0.46	1	839041647	Full	3.0.3.80	3.0.3.80	07/08/2022	2022. 07. 08. 16:17:10	18:17:10	3.0.3.82	Keyboard	Keyboard	Keyboard	Keyboard	2				BlockProc2	TESZT	1	1	1	10	4						TrialProc2		TesztIngerek	0	4	Keyboard	-999999	20	111057	0	5	9092	120149	11	1	10		rru	Ingerek/teszt/11_monkey_motor.bmp
1_PALT_S1_tACS	102	1	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">11283715441731</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	1_PALT_S1_tACS-102-1	74.989	1.0.0.46	1	839041647	Full	3.0.3.80	3.0.3.80	07/08/2022	2022. 07. 08. 16:17:10	18:17:10	3.0.3.82	Keyboard	Keyboard	Keyboard	Keyboard	2				BlockProc2	TESZT	1	1	1	11	4						TrialProc2		TesztIngerek	0	4	Keyboard	-999999	21	120685	0	5	3727	124412	19	1	11		rru	Ingerek/teszt/13_pig_sailboat.bmp
1_PALT_S1_tACS	102	1	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">11283715441731</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	1_PALT_S1_tACS-102-1	74.989	1.0.0.46	1	839041647	Full	3.0.3.80	3.0.3.80	07/08/2022	2022. 07. 08. 16:17:10	18:17:10	3.0.3.82	Keyboard	Keyboard	Keyboard	Keyboard	2				BlockProc2	TESZT	1	1	1	12	4						TrialProc2		TesztIngerek	0	4	Keyboard	-999999	20	124938	0	5	13074	138012	12	1	12		rru	Ingerek/teszt/12_peacock_rollingpin.bmp
1_PALT_S1_tACS	102	1	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">11283715441731</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	1_PALT_S1_tACS-102-1	74.989	1.0.0.46	1	839041647	Full	3.0.3.80	3.0.3.80	07/08/2022	2022. 07. 08. 16:17:10	18:17:10	3.0.3.82	Keyboard	Keyboard	Keyboard	Keyboard	2				BlockProc2	TESZT	1	1	1	13	5						TrialProc2		TesztIngerek	0	5	Keyboard	-999999	20	138539	0	4	10657	149196	9	1	13		rre	Ingerek/teszt/3_donkey_bowl.bmp
1_PALT_S1_tACS	102	1	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">11283715441731</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	1_PALT_S1_tACS-102-1	74.989	1.0.0.46	1	839041647	Full	3.0.3.80	3.0.3.80	07/08/2022	2022. 07. 08. 16:17:10	18:17:10	3.0.3.82	Keyboard	Keyboard	Keyboard	Keyboard	2				BlockProc2	TESZT	1	1	1	14	5						TrialProc2		TesztIngerek	0	5	Keyboard	-999999	20	149726	0	4	9574	159300	17	1	14		rre	Ingerek/teszt/5_giraffe_coat.bmp
1_PALT_S1_tACS	102	1	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">11283715441731</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	1_PALT_S1_tACS-102-1	74.989	1.0.0.46	1	839041647	Full	3.0.3.80	3.0.3.80	07/08/2022	2022. 07. 08. 16:17:10	18:17:10	3.0.3.82	Keyboard	Keyboard	Keyboard	Keyboard	2				BlockProc2	TESZT	1	1	1	15	3						TrialProc2		TesztIngerek	1	3	Keyboard	-999999	20	159833	0	3	2795	162628	14	1	15		ur	Ingerek/teszt/22_sheep_vest.bmp
1_PALT_S1_tACS	102	1	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">11283715441731</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	1_PALT_S1_tACS-102-1	74.989	1.0.0.46	1	839041647	Full	3.0.3.80	3.0.3.80	07/08/2022	2022. 07. 08. 16:17:10	18:17:10	3.0.3.82	Keyboard	Keyboard	Keyboard	Keyboard	2				BlockProc2	TESZT	1	1	1	16	4						TrialProc2		TesztIngerek	1	4	Keyboard	-999999	20	163167	0	4	2757	165924	3	1	16		rru	Ingerek/teszt/9_lion_kettle.bmp
1_PALT_S1_tACS	102	1	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">11283715441731</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	1_PALT_S1_tACS-102-1	74.989	1.0.0.46	1	839041647	Full	3.0.3.80	3.0.3.80	07/08/2022	2022. 07. 08. 16:17:10	18:17:10	3.0.3.82	Keyboard	Keyboard	Keyboard	Keyboard	2				BlockProc2	TESZT	1	1	1	17	1						TrialProc2		TesztIngerek	1	1	Keyboard	-999999	20	166460	0	1	5824	172284	23	1	17		uu	Ingerek/teszt/29_fly_cup.bmp
1_PALT_S1_tACS	102	1	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">11283715441731</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	1_PALT_S1_tACS-102-1	74.989	1.0.0.46	1	839041647	Full	3.0.3.80	3.0.3.80	07/08/2022	2022. 07. 08. 16:17:10	18:17:10	3.0.3.82	Keyboard	Keyboard	Keyboard	Keyboard	2				BlockProc2	TESZT	1	1	1	18	4						TrialProc2		TesztIngerek	1	4	Keyboard	-999999	20	172820	0	4	3656	176476	4	1	18		rru	Ingerek/teszt/10_lobster_ladder.bmp
1_PALT_S1_tACS	102	1	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">11283715441731</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	1_PALT_S1_tACS-102-1	74.989	1.0.0.46	1	839041647	Full	3.0.3.80	3.0.3.80	07/08/2022	2022. 07. 08. 16:17:10	18:17:10	3.0.3.82	Keyboard	Keyboard	Keyboard	Keyboard	2				BlockProc2	TESZT	1	1	1	19	2						TrialProc2		TesztIngerek	1	2	Keyboard	-999999	20	177007	0	2	1981	178988	21	1	19		ru	Ingerek/teszt/19_seal_rollerskate.bmp
1_PALT_S1_tACS	102	1	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">11283715441731</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	1_PALT_S1_tACS-102-1	74.989	1.0.0.46	1	839041647	Full	3.0.3.80	3.0.3.80	07/08/2022	2022. 07. 08. 16:17:10	18:17:10	3.0.3.82	Keyboard	Keyboard	Keyboard	Keyboard	2				BlockProc2	TESZT	1	1	1	20	1						TrialProc2		TesztIngerek	1	1	Keyboard	-999999	20	179514	0	1	3314	182828	24	1	20		uu	Ingerek/teszt/30_leopard_garbage can.bmp
1_PALT_S1_tACS	102	1	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">11283715441731</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	1_PALT_S1_tACS-102-1	74.989	1.0.0.46	1	839041647	Full	3.0.3.80	3.0.3.80	07/08/2022	2022. 07. 08. 16:17:10	18:17:10	3.0.3.82	Keyboard	Keyboard	Keyboard	Keyboard	2				BlockProc2	TESZT	1	1	1	21	2						TrialProc2		TesztIngerek	1	2	Keyboard	-999999	20	183354	0	2	2034	185388	5	1	21		ru	Ingerek/teszt/17_rhino_hat.bmp
1_PALT_S1_tACS	102	1	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">11283715441731</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	1_PALT_S1_tACS-102-1	74.989	1.0.0.46	1	839041647	Full	3.0.3.80	3.0.3.80	07/08/2022	2022. 07. 08. 16:17:10	18:17:10	3.0.3.82	Keyboard	Keyboard	Keyboard	Keyboard	2				BlockProc2	TESZT	1	1	1	22	1						TrialProc2		TesztIngerek	1	1	Keyboard	-999999	20	185914	0	1	3018	188932	15	1	22		uu	Ingerek/teszt/27_elephant_candel.bmp
1_PALT_S1_tACS	102	1	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">11283715441731</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	1_PALT_S1_tACS-102-1	74.989	1.0.0.46	1	839041647	Full	3.0.3.80	3.0.3.80	07/08/2022	2022. 07. 08. 16:17:10	18:17:10	3.0.3.82	Keyboard	Keyboard	Keyboard	Keyboard	2				BlockProc2	TESZT	1	1	1	23	4						TrialProc2		TesztIngerek	1	4	Keyboard	-999999	20	189461	0	4	8951	198412	20	1	23		rru	Ingerek/teszt/14_spider_shoe.bmp
1_PALT_S1_tACS	102	1	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">11283715441731</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-07-08T16:17:10Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	1_PALT_S1_tACS-102-1	74.989	1.0.0.46	1	839041647	Full	3.0.3.80	3.0.3.80	07/08/2022	2022. 07. 08. 16:17:10	18:17:10	3.0.3.82	Keyboard	Keyboard	Keyboard	Keyboard	2				BlockProc2	TESZT	1	1	1	24	3						TrialProc2		TesztIngerek	1	3	Keyboard	-999999	20	198942	0	3	5006	203948	22	1	24		ur	Ingerek/teszt/23_tiger_windmill.bmp
1_PALT_S1_tACS	103	1	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-07-15T13:11:09Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">17220260987697</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-07-15T13:11:09Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	1_PALT_S1_tACS-103-1	74.99	1.0.0.46	1	1739768667	Full	3.0.3.80	3.0.3.80	07-15-2022	2022. 07. 15. 13:11:10	15:11:10	3.0.3.82	Keyboard	Keyboard	Keyboard	Keyboard	1	1	1	1	BlockProc3	PROBA				1		3	Keyboard	4	1	1	TrialProc3	Ingerek/proba/4_pencil_top.bmp	ProbIngerek														ur_proba		
1_PALT_S1_tACS	103	1	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-07-15T13:11:09Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">17220260987697</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-07-15T13:11:09Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	1_PALT_S1_tACS-103-1	74.99	1.0.0.46	1	1739768667	Full	3.0.3.80	3.0.3.80	07-15-2022	2022. 07. 15. 13:11:10	15:11:10	3.0.3.82	Keyboard	Keyboard	Keyboard	Keyboard	1	1	1	1	BlockProc3	PROBA				2		4	Keyboard	2	1	2	TrialProc3	Ingerek/proba/2_carrott_truck.bmp	ProbIngerek														rru_proba		
1_PALT_S1_tACS	103	1	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-07-15T13:11:09Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">17220260987697</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-07-15T13:11:09Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	1_PALT_S1_tACS-103-1	74.99	1.0.0.46	1	1739768667	Full	3.0.3.80	3.0.3.80	07-15-2022	2022. 07. 15. 13:11:10	15:11:10	3.0.3.82	Keyboard	Keyboard	Keyboard	Keyboard	1	1	1	1	BlockProc3	PROBA				3		5	Keyboard	1	1	3	TrialProc3	Ingerek/proba/1_alligator_baby carriage.bmp	ProbIngerek														rre_proba		
1_PALT_S1_tACS	103	1	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-07-15T13:11:09Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">17220260987697</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-07-15T13:11:09Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	1_PALT_S1_tACS-103-1	74.99	1.0.0.46	1	1739768667	Full	3.0.3.80	3.0.3.80	07-15-2022	2022. 07. 15. 13:11:10	15:11:10	3.0.3.82	Keyboard	Keyboard	Keyboard	Keyboard	1	1	1	1	BlockProc3	PROBA				4		1	Keyboard	5	1	4	TrialProc3	Ingerek/proba/5_chicken_bicycle.bmp	ProbIngerek														uu_proba		
1_PALT_S1_tACS	103	1	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-07-15T13:11:09Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">17220260987697</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-07-15T13:11:09Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	1_PALT_S1_tACS-103-1	74.99	1.0.0.46	1	1739768667	Full	3.0.3.80	3.0.3.80	07-15-2022	2022. 07. 15. 13:11:10	15:11:10	3.0.3.82	Keyboard	Keyboard	Keyboard	Keyboard	1	1	1	1	BlockProc3	PROBA				5		2	Keyboard	3	1	5	TrialProc3	Ingerek/proba/3_mouse_duck.bmp	ProbIngerek														ru_proba		
1_PALT_S1_tACS	103	1	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-07-15T13:11:09Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">17220260987697</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-07-15T13:11:09Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	1_PALT_S1_tACS-103-1	74.99	1.0.0.46	1	1739768667	Full	3.0.3.80	3.0.3.80	07-15-2022	2022. 07. 15. 13:11:10	15:11:10	3.0.3.82	Keyboard	Keyboard	Keyboard	Keyboard	2				BlockProc2	TESZT	1	1	1	1	4						TrialProc2		TesztIngerek	0	4	Keyboard	-999999	20	62094	0	5	4574	66668	3	1	1		rru	Ingerek/teszt/9_lion_kettle.bmp
